Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,first_seen_date,last_updated,source
06/21/2026,2:00PM,The Beacon,Witness For The Prosecution,116,None,None
06/22/2026,4:30PM,The Beacon,Witness For The Prosecution,116,None,None
06/06/2026,10:00AM,The Beacon,Rent The Beacon,150 min.,None,None
06/28/2026,9:00PM,The Beacon,Rent The Beacon,150 min.,None,None
06/10/2026,4:30PM,The Beacon,"Bleak Week: Salò, Or The 120 Days Of Sodom",116,None,None
06/11/2026,7:30PM,The Beacon,"Bleak Week: Salò, Or The 120 Days Of Sodom",116,None,None
06/16/2026,7:30PM,The Beacon,Chopper,94,None,None
06/17/2026,4:30PM,The Beacon,Chopper,94,None,None
06/07/2026,2:00PM,The Beacon,12 Angry Men,96,None,None
06/08/2026,4:30PM,The Beacon,12 Angry Men,96,None,None
07/03/2026,7:00PM,The Beacon,Sympathy For Mr. Vengeance,129 MINUTES,None,None
07/07/2026,7:30PM,The Beacon,Sympathy For Mr. Vengeance,129 MINUTES,None,None
06/01/2026,7:30PM,The Beacon,The Road Warrior,96,None,None
06/03/2026,4:30PM,The Beacon,The Road Warrior,96,None,None
06/04/2026,4:30PM,The Beacon,The Road Warrior,96,None,None
06/07/2026,5:00PM,The Beacon,Bleak Week: Death By Hanging,118,None,None
05/31/2026,2:00PM,The Beacon,The Man Who Shot Liberty Valance,123,None,None
06/01/2026,4:30PM,The Beacon,The Man Who Shot Liberty Valance,123,None,None
06/02/2026,4:30PM,The Beacon,The Man Who Shot Liberty Valance,123,None,None
06/28/2026,5:00PM,The Beacon,An Elephant Sitting Still,234,None,None
06/18/2026,7:30PM,The Beacon,Mad Max: Fury Road,120,None,None
06/21/2026,5:00PM,The Beacon,Mad Max: Fury Road,120,None,None
06/19/2026,7:00PM,The Beacon,The Devil Queen,100,None,None
06/20/2026,7:00PM,The Beacon,The Devil Queen,100,None,None
06/22/2026,7:30PM,The Beacon,The Devil Queen,100,None,None
06/04/2026,7:30PM,The Beacon,Mad Max: Beyond Thunderdome,107,None,None
06/05/2026,4:00PM,The Beacon,Mad Max: Beyond Thunderdome,107,None,None
06/06/2026,7:00PM,The Beacon,Bleak Week: Funny Games,109,None,None
06/11/2026,4:30PM,The Beacon,Bleak Week: Funny Games,109,None,None
06/10/2026,7:30PM,The Beacon,Bleak Week: Fat Girl,86,None,None
06/15/2026,7:30PM,The Beacon,Love Letter,117,None,None
06/16/2026,4:30PM,The Beacon,Love Letter,117,None,None
06/17/2026,7:30PM,The Beacon,Love Letter,117,None,None
06/19/2026,10:00PM,The Beacon,Best Of Secs Fest,93,None,None
06/03/2026,7:30PM,The Beacon,Carnival In The Night,109,None,None
06/08/2026,7:30PM,The Beacon,Bleak Week: Dancer In The Dark,140,None,None
06/12/2026,10:00PM,The Beacon,Vhs Über Alles Presents...,95,None,None
06/14/2026,2:00PM,The Beacon,Paths Of Glory,88,None,None
06/15/2026,4:30PM,The Beacon,Paths Of Glory,88,None,None
06/05/2026,7:00PM,The Beacon,Bleak Week: Come And See,142,None,None
06/09/2026,4:30PM,The Beacon,Bleak Week: Come And See,142,None,None
06/05/2026,10:00PM,The Beacon,Bleak Week: In A Glass Cage,112,None,None
06/12/2026,7:00PM,The Beacon,Furiosa: A Mad Max Saga,148,None,None
06/18/2026,4:30PM,The Beacon,Furiosa: A Mad Max Saga,148,None,None
06/02/2026,7:30PM,The Beacon,How Green Was My Valley,118,None,None
06/20/2026,10:00PM,The Beacon,The Beastmaster,118,None,None
06/12/2026,4:00PM,The Beacon,The Friends Of Eddie Coyle,103,None,None
06/13/2026,10:00PM,The Beacon,The Friends Of Eddie Coyle,103,None,None
06/14/2026,5:00PM,The Beacon,The Friends Of Eddie Coyle,103,None,None
06/28/2026,2:00PM,The Beacon,Anatomy Of A Murder,160,None,None
06/29/2026,4:30PM,The Beacon,Anatomy Of A Murder,160,None,None
06/06/2026,10:00PM,The Beacon,Bleak Week: Combat Shock,91,None,None
06/09/2026,7:30PM,The Beacon,Bleak Week: Elephant,81,None,None
05/31/2026,11:30 AM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
05/31/2026,2:15 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
05/31/2026,5:00 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
05/31/2026,7:45 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
06/01/2026,4:45 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
06/01/2026,7:45 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
06/02/2026,4:45 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
06/02/2026,7:45 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
06/03/2026,4:45 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
06/03/2026,7:45 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
06/04/2026,4:45 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
06/04/2026,7:45 PM,SIFF Cinema Uptown,Backrooms,110,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Backrooms_1600x900.png,,,
07/06/2026,6:30 PM,SIFF Cinema Uptown,SIFF Movie Club: Fried Green Tomatoes,130,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_FriedGreenTomatoes_1600x900.jpg,,,
09/13/2026,7:00 PM,SIFF Film Center,The Pain And The Power (Advance Screening),120,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/REN_PainandPower_1600x900.png,,,
06/11/2026,4:00 PM,SIFF Cinema Downtown,Disclosure Day,145,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_DisclosureDay_1600x900.png,,,
06/11/2026,7:30 PM,SIFF Cinema Downtown,Disclosure Day,145,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_DisclosureDay_1600x900.png,,,
06/12/2026,2:30 PM,SIFF Cinema Downtown,Disclosure Day,145,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_DisclosureDay_1600x900.png,,,
06/12/2026,6:00 PM,SIFF Cinema Downtown,Disclosure Day,145,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_DisclosureDay_1600x900.png,,,
06/12/2026,9:30 PM,SIFF Cinema Downtown,Disclosure Day,145,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_DisclosureDay_1600x900.png,,,
06/13/2026,11:00 AM,SIFF Cinema Downtown,Disclosure Day,145,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_DisclosureDay_1600x900.png,,,
06/13/2026,2:30 PM,SIFF Cinema Downtown,Disclosure Day,145,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_DisclosureDay_1600x900.png,,,
06/13/2026,6:00 PM,SIFF Cinema Downtown,Disclosure Day,145,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_DisclosureDay_1600x900.png,,,
06/13/2026,9:30 PM,SIFF Cinema Downtown,Disclosure Day,145,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_DisclosureDay_1600x900.png,,,
