Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,first_seen_date,last_updated,source
06/11/2026,4:30PM,The Beacon,Bleak Week: Funny Games,109,None,None
06/10/2026,7:30PM,The Beacon,Bleak Week: Fat Girl,86,None,None
06/09/2026,4:30PM,The Beacon,Bleak Week: Come And See,142,None,None
06/13/2026,7:00PM,The Beacon,Bleak Week: Come And See,142,None,None
06/09/2026,7:30PM,The Beacon,Bleak Week: Elephant,81,None,None
06/18/2026,7:30PM,The Beacon,Mad Max: Fury Road,120,None,None
06/21/2026,5:00PM,The Beacon,Mad Max: Fury Road,120,None,None
06/19/2026,7:00PM,The Beacon,The Devil Queen,100,None,None
06/20/2026,7:00PM,The Beacon,The Devil Queen,100,None,None
06/22/2026,7:30PM,The Beacon,The Devil Queen,100,None,None
06/10/2026,4:30PM,The Beacon,"Bleak Week: Salò, Or The 120 Days Of Sodom",116,None,None
06/11/2026,7:30PM,The Beacon,"Bleak Week: Salò, Or The 120 Days Of Sodom",116,None,None
06/28/2026,2:00PM,The Beacon,Anatomy Of A Murder,160,None,None
06/29/2026,4:30PM,The Beacon,Anatomy Of A Murder,160,None,None
06/20/2026,10:00PM,The Beacon,The Beastmaster,118,None,None
06/14/2026,2:00PM,The Beacon,Paths Of Glory,88,None,None
06/15/2026,4:30PM,The Beacon,Paths Of Glory,88,None,None
06/28/2026,5:00PM,The Beacon,An Elephant Sitting Still,234,None,None
06/15/2026,7:30PM,The Beacon,Love Letter,117,None,None
06/16/2026,4:30PM,The Beacon,Love Letter,117,None,None
06/17/2026,7:30PM,The Beacon,Love Letter,117,None,None
06/12/2026,4:00PM,The Beacon,The Friends Of Eddie Coyle,103,None,None
06/13/2026,10:00PM,The Beacon,The Friends Of Eddie Coyle,103,None,None
06/14/2026,5:00PM,The Beacon,The Friends Of Eddie Coyle,103,None,None
06/19/2026,10:00PM,The Beacon,Best Of Secs Fest,93,None,None
06/28/2026,9:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/03/2026,7:00PM,The Beacon,Sympathy For Mr. Vengeance,129 MINUTES,None,None
07/07/2026,7:30PM,The Beacon,Sympathy For Mr. Vengeance,129 MINUTES,None,None
06/12/2026,7:00PM,The Beacon,Furiosa: A Mad Max Saga,148,None,None
06/18/2026,4:30PM,The Beacon,Furiosa: A Mad Max Saga,148,None,None
06/16/2026,7:30PM,The Beacon,Chopper,94,None,None
06/17/2026,4:30PM,The Beacon,Chopper,94,None,None
06/21/2026,2:00PM,The Beacon,Witness For The Prosecution,116,None,None
06/22/2026,4:30PM,The Beacon,Witness For The Prosecution,116,None,None
06/12/2026,10:00PM,The Beacon,Vhs Über Alles Presents...,95,None,None
07/15/2026,5:30 PM,SIFF Film Center,Summer's Camera,82,None,https://www.siff.net/images/FESTIVAL/2025/Films/Film%20Detail%20Hero%20Sizes%20-%20Features/SummersCamera.jpg,,,
07/15/2026,7:30 PM,SIFF Film Center,Trash Baby,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/The%20Popcorn%20List/CIN_TrashBaby_1600x900.png,,,
09/20/2026,11:00 AM,SIFF Cinema Downtown,Community Screening: North By Northwest,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/Community%20Screenings/northbynorthwest.png,,,
06/09/2026,4:30 PM,SIFF Cinema Uptown,Power Ballad,98,None,https://www.siff.net/images/FESTIVAL/2026/Films/Film%20Detail%20Hero%20Images%20-%20Features/PowerBallad.jpg,,,
06/09/2026,7:15 PM,SIFF Cinema Uptown,Power Ballad,98,None,https://www.siff.net/images/FESTIVAL/2026/Films/Film%20Detail%20Hero%20Images%20-%20Features/PowerBallad.jpg,,,
