Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,first_seen_date,last_updated,source
06/18/2026,7:30PM,The Beacon,Mad Max: Fury Road,120,None,None
06/21/2026,5:00PM,The Beacon,Mad Max: Fury Road,120,None,None
06/15/2026,4:30PM,The Beacon,Paths Of Glory,88,None,None
07/03/2026,7:00PM,The Beacon,Sympathy For Mr. Vengeance,129 MINUTES,None,None
07/07/2026,7:30PM,The Beacon,Sympathy For Mr. Vengeance,129 MINUTES,None,None
06/28/2026,2:00PM,The Beacon,Anatomy Of A Murder,160,None,None
06/29/2026,4:30PM,The Beacon,Anatomy Of A Murder,160,None,None
06/16/2026,7:30PM,The Beacon,Chopper,94,None,None
06/17/2026,4:30PM,The Beacon,Chopper,94,None,None
06/28/2026,5:00PM,The Beacon,An Elephant Sitting Still,234,None,None
06/28/2026,9:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/04/2026,11:00AM,The Beacon,Rent The Beacon,150 min.,None,None
07/04/2026,1:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/04/2026,4:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/05/2026,11:00AM,The Beacon,Rent The Beacon,150 min.,None,None
07/05/2026,8:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/12/2026,11:00AM,The Beacon,Rent The Beacon,150 min.,None,None
07/17/2026,4:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/19/2026,11:00AM,The Beacon,Rent The Beacon,150 min.,None,None
07/24/2026,4:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/25/2026,10:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/25/2026,1:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/26/2026,9:00PM,The Beacon,Rent The Beacon,150 min.,None,None
07/31/2026,4:00PM,The Beacon,Rent The Beacon,150 min.,None,None
06/21/2026,2:00PM,The Beacon,Witness For The Prosecution,116,None,None
06/22/2026,4:30PM,The Beacon,Witness For The Prosecution,116,None,None
06/18/2026,4:30PM,The Beacon,Furiosa: A Mad Max Saga,148,None,None
06/15/2026,7:30PM,The Beacon,Love Letter,117,None,None
06/16/2026,4:30PM,The Beacon,Love Letter,117,None,None
06/17/2026,7:30PM,The Beacon,Love Letter,117,None,None
06/19/2026,10:00PM,The Beacon,Best Of Secs Fest,93,None,None
06/20/2026,10:00PM,The Beacon,The Beastmaster,118,None,None
06/19/2026,7:00PM,The Beacon,The Devil Queen,100,None,None
