Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,first_seen_date,last_updated,source
04/19/2026,5:00PM,The Beacon,The Dreamers,115,None,None
04/21/2026,4:30PM,The Beacon,The Dreamers,115,None,None
04/22/2026,7:30PM,The Beacon,The Dreamers,115,None,None
05/19/2026,7:30PM,The Beacon,Five Minutes To Live!,120ish,None,None
04/16/2026,7:30PM,The Beacon,The Apple,92,None,None
05/07/2026,7:30PM,The Beacon,"Throw Away Your Books, Rally In The Streets",137,None,None
05/08/2026,4:00PM,The Beacon,"Throw Away Your Books, Rally In The Streets",137,None,None
05/08/2026,7:00PM,The Beacon,The Seduction Of Mimi,121,None,None
05/12/2026,4:30PM,The Beacon,The Seduction Of Mimi,121,None,None
05/14/2026,7:30PM,The Beacon,The Seduction Of Mimi,121,None,None
05/10/2026,2:00PM,The Beacon,How Green Was My Valley,118,None,None
05/11/2026,4:30PM,The Beacon,How Green Was My Valley,118,None,None
05/17/2026,2:00PM,The Beacon,The Grapes Of Wrath,129,None,None
05/18/2026,4:30PM,The Beacon,The Grapes Of Wrath,129,None,None
04/29/2026,7:30PM,The Beacon,The Beirut Trilogy,118,None,None
04/30/2026,4:30PM,The Beacon,The Beirut Trilogy,118,None,None
04/05/2026,2:00PM,The Beacon,Roman Holiday,118,None,None
04/06/2026,4:30PM,The Beacon,Roman Holiday,118,None,None
05/17/2026,5:00PM,The Beacon,Ana,115,None,None
05/20/2026,4:30PM,The Beacon,Ana,115,None,None
04/30/2026,7:30PM,The Beacon,Dog Day Afternoon,125,None,None
05/22/2026,10:00PM,The Beacon,Secs Fest Presents Vixen!,70,None,None
05/02/2026,7:00PM,The Beacon,Wto/99,102,None,None
05/10/2026,5:00PM,The Beacon,Trás-Os-Montes,111,None,None
05/13/2026,4:30PM,The Beacon,Trás-Os-Montes,111,None,None
05/13/2026,7:30PM,The Beacon,Burst City,115,None,None
05/15/2026,4:00PM,The Beacon,Burst City,115,None,None
05/08/2026,10:00PM,The Beacon,Dr. Caligari,80,None,None
05/09/2026,10:00PM,The Beacon,Dr. Caligari,80,None,None
05/03/2026,2:00PM,The Beacon,My Darling Clementine,97,None,None
05/04/2026,4:30PM,The Beacon,My Darling Clementine,97,None,None
04/24/2026,5:00PM,The Beacon,Earth'S Greatest Enemy,120,None,None
08/07/2026,7:00 PM,SIFF Cinema Uptown,CatVideoFest 2026,70,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_CatVidFest26_1600x900.png,,,
08/08/2026,1:00 PM,SIFF Cinema Uptown,CatVideoFest 2026,70,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_CatVidFest26_1600x900.png,,,
08/09/2026,1:00 PM,SIFF Cinema Uptown,CatVideoFest 2026,70,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_CatVidFest26_1600x900.png,,,
05/04/2026,6:30 PM,SIFF Cinema Uptown,SIFF Movie Club: Sansho the Bailiff,126,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_SanshotheBailiff_1600x900.jpg,,,
04/23/2026,4:15 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/23/2026,7:00 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/24/2026,7:00 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/25/2026,4:15 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/25/2026,7:00 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/26/2026,1:30 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/26/2026,4:15 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/18/2026,3:30 PM,SIFF Film Center,1st Seattle Taiwanese Eco Film Festival: Pongso no Tao~Island of People,79,None,https://www.siff.net/images/CINEMA/2026/Rentals/REN_STEFFIslandofPeople_1600x900.png,,,
04/15/2026,7:30 PM,SIFF Cinema Uptown,"Scorsese: The Wolf of Wall Street
",165,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_WolfofWallStreet_1600x900.jpg,,,
04/08/2026,7:30 PM,SIFF Cinema Uptown,Scorsese - Casino: 30th Anniversary,179,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_Casino_1600x900.jpg,,,
04/03/2026,4:15 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/03/2026,7:15 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/04/2026,12:45 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/04/2026,4:00 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/04/2026,7:15 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/05/2026,12:45 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/05/2026,4:00 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/05/2026,7:15 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/06/2026,4:30 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/07/2026,4:20 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/07/2026,7:15 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/08/2026,4:30 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/09/2026,4:20 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/09/2026,7:15 PM,SIFF Cinema Uptown,Two Prosecutors,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TwoProsecutors_1600x900.png,,,
04/22/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: Silence,161,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_Silence_1600x900.jpg,,,
04/10/2026,5:00 PM,SIFF Film Center,André is an Idiot,87,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_AndreisanIdiot_1600x900.png,,,
04/10/2026,7:30 PM,SIFF Film Center,André is an Idiot,87,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_AndreisanIdiot_1600x900.png,,,
04/11/2026,12:00 PM,SIFF Film Center,André is an Idiot,87,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_AndreisanIdiot_1600x900.png,,,
04/11/2026,2:30 PM,SIFF Film Center,André is an Idiot,87,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_AndreisanIdiot_1600x900.png,,,
04/11/2026,5:00 PM,SIFF Film Center,André is an Idiot,87,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_AndreisanIdiot_1600x900.png,,,
04/11/2026,7:30 PM,SIFF Film Center,André is an Idiot,87,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_AndreisanIdiot_1600x900.png,,,
04/12/2026,5:00 PM,SIFF Film Center,André is an Idiot,87,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_AndreisanIdiot_1600x900.png,,,
04/12/2026,7:30 PM,SIFF Film Center,André is an Idiot,87,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_AndreisanIdiot_1600x900.png,,,
04/26/2026,11:00 AM,SIFF Cinema Downtown,Community Screening: Meet Me in St. Louis,113,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Community%20Screenings/CIN_MeetMeinStLouis_1600x900.png,,,
04/18/2026,1:00 PM,SIFF Film Center,1st Seattle Taiwanese Eco Film Festival: Birds and Us,81,None,https://www.siff.net/images/CINEMA/2026/Rentals/REN_STEFF_1600x900.png,,,
07/06/2026,6:30 PM,SIFF Cinema Uptown,SIFF Movie Club: Fried Green Tomatoes,130,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_FriedGreenTomatoes_1600x900.jpg,,,
04/12/2026,2:00 PM,SIFF Film Center,Films of Joost Rekveld,85,None,https://www.siff.net/images/CINEMA/2026/Rentals/REN_FilmsofJoostRekveld_1600x900.png,,,
04/03/2026,5:15 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/03/2026,7:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/04/2026,12:15 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/04/2026,2:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/04/2026,5:15 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/04/2026,7:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/05/2026,12:15 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/05/2026,2:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/05/2026,5:15 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/05/2026,7:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/06/2026,4:00 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/06/2026,7:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/07/2026,5:00 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/07/2026,7:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/08/2026,4:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/08/2026,7:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/09/2026,5:00 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/09/2026,7:45 PM,SIFF Cinema Uptown,Miroirs No. 3,86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Miroirsno3_1600x900.png,,,
04/03/2026,4:00 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/03/2026,7:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/04/2026,12:15 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/04/2026,4:00 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/04/2026,7:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/05/2026,12:15 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/05/2026,4:00 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/05/2026,7:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/06/2026,4:00 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/06/2026,7:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/07/2026,4:00 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/07/2026,7:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/08/2026,4:00 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/08/2026,7:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/09/2026,4:00 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/09/2026,7:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/10/2026,4:15 PM,SIFF Cinema Uptown,DJ Ahmet,97,None,https://www.siff.net/images/FESTIVAL/2025/Films/Film%20Detail%20Hero%20Sizes%20-%20Features/DJAhmet.jpg,,,
04/10/2026,7:00 PM,SIFF Cinema Uptown,DJ Ahmet,97,None,https://www.siff.net/images/FESTIVAL/2025/Films/Film%20Detail%20Hero%20Sizes%20-%20Features/DJAhmet.jpg,,,
04/11/2026,2:15 PM,SIFF Cinema Uptown,DJ Ahmet,97,None,https://www.siff.net/images/FESTIVAL/2025/Films/Film%20Detail%20Hero%20Sizes%20-%20Features/DJAhmet.jpg,,,
04/12/2026,1:30 PM,SIFF Cinema Uptown,DJ Ahmet,97,None,https://www.siff.net/images/FESTIVAL/2025/Films/Film%20Detail%20Hero%20Sizes%20-%20Features/DJAhmet.jpg,,,
04/12/2026,4:15 PM,SIFF Cinema Uptown,DJ Ahmet,97,None,https://www.siff.net/images/FESTIVAL/2025/Films/Film%20Detail%20Hero%20Sizes%20-%20Features/DJAhmet.jpg,,,
04/12/2026,7:00 PM,SIFF Cinema Uptown,DJ Ahmet,97,None,https://www.siff.net/images/FESTIVAL/2025/Films/Film%20Detail%20Hero%20Sizes%20-%20Features/DJAhmet.jpg,,,
04/13/2026,4:30 PM,SIFF Cinema Uptown,DJ Ahmet,97,None,https://www.siff.net/images/FESTIVAL/2025/Films/Film%20Detail%20Hero%20Sizes%20-%20Features/DJAhmet.jpg,,,
04/13/2026,7:15 PM,SIFF Cinema Uptown,DJ Ahmet,97,None,https://www.siff.net/images/FESTIVAL/2025/Films/Film%20Detail%20Hero%20Sizes%20-%20Features/DJAhmet.jpg,,,
04/03/2026,4:15 PM,SIFF Film Center,Palestine 36,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Palestine36_1600x900.png,,,
04/03/2026,7:15 PM,SIFF Film Center,Palestine 36,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Palestine36_1600x900.png,,,
04/04/2026,12:15 PM,SIFF Film Center,Palestine 36,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Palestine36_1600x900.png,,,
04/04/2026,3:15 PM,SIFF Film Center,Palestine 36,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Palestine36_1600x900.png,,,
04/04/2026,6:15 PM,SIFF Film Center,Palestine 36,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Palestine36_1600x900.png,,,
04/05/2026,12:15 PM,SIFF Film Center,Palestine 36,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Palestine36_1600x900.png,,,
04/05/2026,3:15 PM,SIFF Film Center,Palestine 36,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Palestine36_1600x900.png,,,
04/05/2026,6:15 PM,SIFF Film Center,Palestine 36,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Palestine36_1600x900.png,,,
04/29/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: The Irishman,209,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_Irishman_1600x900.jpg,,,
06/01/2026,6:30 PM,SIFF Cinema Uptown,SIFF Movie Club: Velvet Goldmine,118,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_VelvetGoldmine_1600x900.jpg,,,
04/03/2026,4:40 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/03/2026,7:30 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/04/2026,1:45 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/04/2026,4:40 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/04/2026,7:30 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/05/2026,1:45 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/05/2026,4:40 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/05/2026,7:30 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/06/2026,4:10 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/06/2026,7:00 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/07/2026,4:10 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/07/2026,7:00 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/08/2026,4:10 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/08/2026,7:00 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
